% 1. Title: Iris Plants Database
% 
% 2. Sources:
%      (a) Creator: R.A. Fisher
%      (b) Donor: Michael Marshall (MARSHALL%PLU@io.arc.nasa.gov)
%      (c) Date: July, 1988
% 
% 3. Past Usage:
%    - Publications: too many to mention!!!  Here are a few.
%    1. Fisher,R.A. "The use of multiple measurements in taxonomic problems"
%       Annual Eugenics, 7, Part II, 179-188 (1936); also in "Contributions
%       to Mathematical Statistics" (John Wiley, NY, 1950).
%    2. Duda,R.O., & Hart,P.E. (1973) Pattern Classification and Scene Analysis.
%       (Q327.D83) John Wiley & Sons.  ISBN 0-471-22361-1.  See page 218.
%    3. Dasarathy, B.V. (1980) "Nosing Around the Neighborhood: A New System
%       Structure and Classification Rule for Recognition in Partially Exposed
%       Environments".  IEEE Transactions on Pattern Analysis and Machine
%       Intelligence, Vol. PAMI-2, No. 1, 67-71.
%       -- Results:
%          -- very low misclassification rates (0% for the setosa class)
%    4. Gates, G.W. (1972) "The Reduced Nearest Neighbor Rule".  IEEE 
%       Transactions on Information Theory, May 1972, 431-433.
%       -- Results:
%          -- very low misclassification rates again
%    5. See also: 1988 MLC Proceedings, 54-64.  Cheeseman et al's AUTOCLASS II
%       conceptual clustering system finds 3 classes in the data.
% 
% 4. Relevant Information:
%    --- This is perhaps the best known database to be found in the pattern
%        recognition literature.  Fisher's paper is a classic in the field
%        and is referenced frequently to this day.  (See Duda & Hart, for
%        example.)  The data set contains 3 classes of 50 instances each,
%        where each class refers to a type of iris plant.  One class is
%        linearly separable from the other 2; the latter are NOT linearly
%        separable from each other.
%    --- Predicted attribute: class of iris plant.
%    --- This is an exceedingly simple domain.
% 
% 5. Number of Instances: 150 (50 in each of three classes)
% 
% 6. Number of Attributes: 4 numeric, predictive attributes and the class
% 
% 7. Attribute Information:
%    1. sepal length in cm
%    2. sepal width in cm
%    3. petal length in cm
%    4. petal width in cm
%    5. class: 
%       -- Iris Setosa
%       -- Iris Versicolour
%       -- Iris Virginica
% 
% 8. Missing Attribute Values: None
% 
% Summary Statistics:
%  	           Min  Max   Mean    SD   Class Correlation
%    sepal length: 4.3  7.9   5.84  0.83    0.7826   
%     sepal width: 2.0  4.4   3.05  0.43   -0.4194
%    petal length: 1.0  6.9   3.76  1.76    0.9490  (high!)
%     petal width: 0.1  2.5   1.20  0.76    0.9565  (high!)
% 
% 9. Class Distribution: 33.3% for each of 3 classes.

@RELATION iris

@ATTRIBUTE sepallength	REAL
@ATTRIBUTE sepalwidth 	REAL
@ATTRIBUTE petallength 	REAL
@ATTRIBUTE petalwidth	REAL

@DATA
5.351391, -1.122960, 1.356089, 1.797375
5.417816, -1.013930, 1.203039, 1.793498
5.444188, -1.054889, 1.258662, 1.809900
5.900703, -1.099866, 1.304138, 1.952408
4.883139, -0.616862, 0.673999, 1.553252
5.447686, -1.041960, 1.240673, 1.808165
6.249419, -1.844663, 2.320355, 2.212556
5.661208, -1.585919, 1.984363, 1.986178
6.881857, -1.868136, 2.329702, 2.401710
6.076275, -1.743217, 2.186524, 2.140536
6.360002, -1.830624, 2.296924, 2.241767
7.315216, -2.193816, 2.763817, 2.597252
4.801501, -1.361969, 1.706348, 1.688155
6.970007, -2.067090, 2.601342, 2.469746
6.435409, -1.970759, 2.487769, 2.293566
7.075316, -1.786630, 2.210042, 2.440685
6.334272, -1.421219, 1.732267, 2.147089
6.205938, -1.677318, 2.090753, 2.164258
6.621070, -1.682084, 2.082188, 2.286153
5.599004, -1.614310, 2.025856, 1.974111
5.795238, -1.587585, 1.981774, 2.025560
6.314680, -1.536461, 1.892190, 2.165926
6.264645, -1.661855, 2.067249, 2.178060
7.433056, -1.976504, 2.459299, 2.585288
7.447734, -2.483434, 3.159091, 2.697515
5.740476, -1.679269, 2.110434, 2.029139
6.759616, -1.721790, 2.131985, 2.334951
5.511872, -1.466323, 1.824590, 1.917226
7.375975, -2.300844, 2.909459, 2.637737
6.102567, -1.483439, 1.826681, 2.092871
6.522361, -1.674449, 2.075242, 2.255784
6.890594, -1.825535, 2.270531, 2.395182
6.014713, -1.403162, 1.718983, 2.050194
5.919502, -1.382598, 1.694048, 2.018091
6.248189, -1.798023, 2.255966, 2.202266
6.844123, -1.785469, 2.216874, 2.373118
7.096173, -2.014120, 2.523560, 2.495204
7.575316, -1.821221, 2.239583, 2.593643
6.274923, -1.805128, 2.264805, 2.211563
6.015009, -1.521839, 1.882926, 2.075553
5.784106, -1.817087, 2.299238, 2.071193
7.480054, -1.973744, 2.453771, 2.598385
6.238484, -1.616569, 2.005639, 2.160798
6.172931, -1.628362, 2.024324, 2.144222
5.831286, -1.336175, 1.633134, 1.982518
6.717366, -1.601084, 1.966772, 2.296943
6.605698, -1.716688, 2.130554, 2.289046
6.782411, -1.474941, 1.790131, 2.289020
5.661208, -1.585919, 1.984363, 1.986178
6.659823, -1.815719, 2.265391, 2.325895
6.629296, -1.702866, 2.110598, 2.292974
6.594041, -1.556303, 1.909406, 2.251496
6.124719, -1.605037, 1.993861, 2.125216
6.329690, -1.535712, 1.890608, 2.170137
6.127394, -1.516258, 1.871114, 2.107089
5.727634, -1.476888, 1.831312, 1.982302
%
%
%
